featureType,latitude,longitude,xCoordinate,yCoordinate
0,34.548619,68.949462,7666.830369271789,3841.6311553758087
0,34.346721,62.197317,6916.026101303366,3819.1811220761256
0,34.346721,62.197317,6916.026101303366,3819.1811220761256
0,34.346721,62.197317,6916.026101303366,3819.1811220761256
0,34.346721,62.197317,6916.026101303366,3819.1811220761256
0,34.346721,62.197317,6916.026101303366,3819.1811220761256
0,34.346721,62.197317,6916.026101303366,3819.1811220761256
0,34.346721,62.197317,6916.026101303366,3819.1811220761256
0,34.346721,62.197317,6916.026101303366,3819.1811220761256
0,34.346721,62.197317,6916.026101303366,3819.1811220761256
0,34.346721,62.197317,6916.026101303366,3819.1811220761256
0,34.346721,62.197317,6916.026101303366,3819.1811220761256
0,34.346721,62.197317,6916.026101303366,3819.1811220761256
0,34.346721,62.197317,6916.026101303366,3819.1811220761256
0,34.346721,62.197317,6916.026101303366,3819.1811220761256
0,34.346721,62.197317,6916.026101303366,3819.1811220761256
0,34.346722,62.197315,6916.025878913513,3819.181233271052
0,34.346721,62.197317,6916.026101303366,3819.1811220761256
0,34.346721,62.197317,6916.026101303366,3819.1811220761256
0,34.346721,62.197317,6916.026101303366,3819.1811220761256
0,34.346721,62.197317,6916.026101303366,3819.1811220761256
0,34.346721,62.197317,6916.026101303366,3819.1811220761256
0,34.346721,62.197317,6916.026101303366,3819.1811220761256
0,34.346721,62.197317,6916.026101303366,3819.1811220761256
0,34.346721,62.197317,6916.026101303366,3819.1811220761256
0,34.346722,62.197315,6916.025878913513,3819.181233271052
0,34.346721,62.197317,6916.026101303366,3819.1811220761256
0,34.346721,62.197317,6916.026101303366,3819.1811220761256
0,34.452535,62.174314,6913.468284405761,3830.9471020440924
0,34.310406,62.312357,6928.817965664556,3815.1430783150277
0,34.301389,62.246389,6921.482658743668,3814.1404336614737
0,34.5005,62.17795,6913.872589,3836.2805667005987
0,37.065833,69.421111,7719.275345228769,4121.532581454464
0,37.065833,69.421111,7719.275345228769,4121.532581454464
0,37.065833,69.421111,7719.275345228769,4121.532581454464
