featureType,latitude,longitude,xCoordinate,yCoordinate
0,14.413875,44.835632,4985.494811,1602.7497732888392
0,13.477178,44.058429,4899.073780729499,1498.593819085661
0,13.062995,44.430099,4940.401599115482,1452.5387707832376
0,13.0076,44.4645,4944.226815786982,1446.3791278217623
0,16.251705,44.543654,4953.028339010605,1807.1071453240086
0,16.368714,44.488432,4946.887932771439,1820.1179524957615
0,13.541676,44.08001,4901.473478441416,1505.7656694643815
0,13.586484,44.024105,4895.257126067351,1510.748091737471
0,13.586484,44.024105,4895.257126067351,1510.748091737471
0,13.413117,43.637531,4852.272058494658,1491.4705608898837
0,13.586484,44.024105,4895.257126067351,1510.748091737471
0,13.586484,44.024105,4895.257126067351,1510.748091737471
0,13.586484,44.024105,4895.257126067351,1510.748091737471
0,13.586484,44.024105,4895.257126067351,1510.748091737471
0,13.586484,44.024105,4895.257126067351,1510.748091737471
0,13.586484,44.024105,4895.257126067351,1510.748091737471
0,13.615152,44.092337,4902.8441783021635,1513.9358278945172
0,13.586484,44.024105,4895.257126067351,1510.748091737471
0,13.586484,44.024105,4895.257126067351,1510.748091737471
0,13.586484,44.024105,4895.257126067351,1510.748091737471
0,13.35541,44.195913,4914.361304024299,1485.053835258006
0,13.371781,44.138793,4908.0098498143625,1486.8742074021043
0,13.583889,44.04,4897.024569426367,1510.4595409028282
0,13.148959,44.85055,4987.153617218114,1462.0975314573104
0,13.148959,44.85055,4987.153617218114,1462.0975314573104
0,13.527961,44.697067,4970.087086291926,1504.2406310454514
0,13.178143,44.632399,4962.8963327756765,1465.3426441965053
0,13.178143,44.632399,4962.8963327756765,1465.3426441965053
0,16.165407,44.776897,4978.963777285962,1797.5112455444362
0,13.148959,44.85055,4987.153617218114,1462.0975314573104
0,13.586484,44.024105,4895.257126067351,1510.748091737471
0,13.178143,44.632399,4962.8963327756765,1465.3426441965053
0,13.668844,43.671559,4856.055799458519,1519.9061058959169
0,13.624114,43.688858,4857.9793604945435,1514.9323568271057
0,16.0681,44.797,4981.199128896298,1786.6912008174345
0,13.148959,44.85055,4987.153617218114,1462.0975314573104
0,13.154376,44.850826,4987.1843070178675,1462.6998743749439
0,16.185176,44.393366,4936.3170758750475,1799.7094580492724
0,13.148959,44.85055,4987.153617218114,1462.0975314573104
0,13.178143,44.632399,4962.8963327756765,1465.3426441965053
0,13.178143,44.632399,4962.8963327756765,1465.3426441965053
0,13.583889,44.04,4897.024569426367,1510.4595409028282
0,13.586484,44.024105,4895.257126067351,1510.748091737471
0,13.148959,44.85055,4987.153617218114,1462.0975314573104
0,13.586484,44.024105,4895.257126067351,1510.748091737471
0,13.586484,44.024105,4895.257126067351,1510.748091737471
0,13.586484,44.024105,4895.257126067351,1510.748091737471
0,13.586484,44.024105,4895.257126067351,1510.748091737471
0,13.586484,44.024105,4895.257126067351,1510.748091737471
0,13.586484,44.024105,4895.257126067351,1510.748091737471
0,13.586484,44.024105,4895.257126067351,1510.748091737471
0,13.586484,44.024105,4895.257126067351,1510.748091737471
0,13.586484,44.024105,4895.257126067351,1510.748091737471
0,13.586484,44.024105,4895.257126067351,1510.748091737471
0,13.586484,44.024105,4895.257126067351,1510.748091737471
0,13.586484,44.024105,4895.257126067351,1510.748091737471
0,13.586484,44.024105,4895.257126067351,1510.748091737471
0,13.586484,44.024105,4895.257126067351,1510.748091737471
0,13.586484,44.024105,4895.257126067351,1510.748091737471
0,13.586484,44.024105,4895.257126067351,1510.748091737471
0,13.586484,44.024105,4895.257126067351,1510.748091737471
0,13.586484,44.024105,4895.257126067351,1510.748091737471
0,13.586484,44.024105,4895.257126067351,1510.748091737471
0,13.586484,44.024105,4895.257126067351,1510.748091737471
0,13.586484,44.024105,4895.257126067351,1510.748091737471
0,13.586484,44.024105,4895.257126067351,1510.748091737471
0,13.586484,44.024105,4895.257126067351,1510.748091737471
0,13.586484,44.024105,4895.257126067351,1510.748091737471
